
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

"Pap Test in Past 3 Years, No Hysterectomy"
"All Races (includes Hispanic), Female, Ages 21-65"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Maricopa County, Arizona",04013,71.0 ,65.7, 76.2
"Marlboro County, South Carolina",45069,71.0 ,55.4, 85.3
"Martin County, Indiana",18101,71.0 ,51.2, 88.1
"Mills County, Texas",48333,71.0 ,51.2, 88.0
"Nolan County, Texas",48353,71.0 ,51.2, 88.1
"Panola County, Mississippi",28107,71.0 ,56.9, 84.0
"Petroleum County, Montana",30069,71.0 ,51.0, 88.2
"Pulaski County, Illinois",17153,71.0 ,50.9, 88.1
"Richland County, Illinois",17159,71.0 ,51.0, 88.1
"Santa Fe County, New Mexico",35049,71.0 ,58.9, 82.9
"Schleicher County, Texas",48413,71.0 ,51.2, 88.1
"Sherman County, Texas",48421,71.0 ,51.2, 88.1
"Sierra County, California",06091,71.0 ,51.1, 88.2
"Sterling County, Texas",48431,71.0 ,51.2, 88.2
"Sullivan County, Missouri",29211,71.0 ,53.0, 86.8
"Toole County, Montana",30101,71.0 ,53.7, 86.4
"Union County, Iowa",19175,71.0 ,55.5, 85.4
"Union County, Tennessee",47173,71.0 ,54.1, 86.0
"Waupaca County, Wisconsin",55135,71.0 ,61.7, 79.7
"Wheeler County, Texas",48483,71.0 ,51.1, 88.1
"Baldwin County, Georgia",13009,70.9 ,55.0, 85.2
"Bent County, Colorado",08011,70.9 ,51.2, 88.2
"Berks County, Pennsylvania",42011,70.9 ,60.0, 81.0
"Bosque County, Texas",48035,70.9 ,51.1, 88.2
"Brewster County, Texas",48043,70.9 ,51.1, 88.2
"Bristol County, Massachusetts",25005,70.9 ,59.8, 81.5
"Butte County, South Dakota",46019,70.9 ,53.9, 85.9
"Cameron County, Pennsylvania",42023,70.9 ,51.0, 88.1
"Chase County, Kansas",20017,70.9 ,51.1, 88.0
"Childress County, Texas",48075,70.9 ,50.8, 88.1
"Coleman County, Texas",48083,70.9 ,51.2, 88.0
"Collingsworth County, Texas",48087,70.9 ,50.7, 88.0
"Cottle County, Texas",48101,70.9 ,51.3, 88.0
"Covington City, Virginia",51580,70.9 ,51.2, 88.0
"Culberson County, Texas",48109,70.9 ,50.8, 88.1
"Dallas County, Texas",48113,70.9 ,64.1, 77.4
"DeWitt County, Texas",48123,70.9 ,50.8, 88.2
"Delta County, Texas",48119,70.9 ,51.3, 88.3
"Deschutes County, Oregon",41017,70.9 ,60.7, 80.8
"Dickens County, Texas",48125,70.9 ,51.1, 87.8
"Dimmit County, Texas",48127,70.9 ,51.0, 88.0
"Douglas County, Illinois",17041,70.9 ,50.8, 88.2
"Edwards County, Texas",48137,70.9 ,51.0, 88.2
"Esmeralda County, Nevada",32009,70.9 ,51.1, 88.3
"Flathead County, Montana",30029,70.9 ,58.1, 83.4
"Franklin County, Texas",48159,70.9 ,50.8, 88.2
"Glasscock County, Texas",48173,70.9 ,50.6, 88.1
"Gonzales County, Texas",48177,70.9 ,50.9, 88.0
"Greeley County, Kansas",20071,70.9 ,51.0, 88.0
"Greer County, Oklahoma",40055,70.9 ,51.0, 88.3
"Hall County, Texas",48191,70.9 ,51.1, 88.1
"Harrison County, Indiana",18061,70.9 ,54.4, 85.6
"Hartley County, Texas",48205,70.9 ,51.0, 87.9
"Hickory County, Missouri",29085,70.9 ,50.7, 88.2
"Hinsdale County, Colorado",08053,70.9 ,51.0, 88.1
"Issaquena County, Mississippi",28055,70.9 ,50.8, 88.3
"Jackson County, Colorado",08057,70.9 ,50.7, 88.0
"Jackson County, Minnesota",27063,70.9 ,55.0, 85.0
"Kent County, Texas",48263,70.9 ,50.9, 88.1
"Lavaca County, Texas",48285,70.9 ,51.2, 88.0
"Lyon County, Kansas",20111,70.9 ,56.6, 84.2
"Massac County, Illinois",17127,70.9 ,51.1, 88.0
"McIntosh County, Oklahoma",40091,70.9 ,53.8, 86.3
"McMullen County, Texas",48311,70.9 ,50.9, 88.2
"Menard County, Texas",48327,70.9 ,51.0, 88.2
"Mineral County, Colorado",08079,70.9 ,50.9, 88.0
"Monroe County, Arkansas",05095,70.9 ,51.3, 88.0
"Monroe County, Florida",12087,70.9 ,56.1, 84.8
"Ochiltree County, Texas",48357,70.9 ,50.9, 88.1
"Otsego County, Michigan",26137,70.9 ,53.6, 86.1
"Oxford County, Maine",23017,70.9 ,58.9, 82.7
"Pecos County, Texas",48371,70.9 ,51.2, 88.3
"Perry County, Pennsylvania",42099,70.9 ,53.1, 86.7
"Polk County, Wisconsin",55095,70.9 ,54.2, 86.0
"Radford City, Virginia",51750,70.9 ,52.3, 87.0
"Real County, Texas",48385,70.9 ,51.1, 88.2
"Red River County, Texas",48387,70.9 ,50.7, 88.1
"Reeves County, Texas",48389,70.9 ,51.6, 88.0
"Roberts County, Texas",48393,70.9 ,51.0, 88.0
"Sangamon County, Illinois",17167,70.9 ,59.7, 81.3
"Sutton County, Texas",48435,70.9 ,50.8, 88.1
"Taliaferro County, Georgia",13265,70.9 ,50.9, 88.1
"Terrell County, Texas",48443,70.9 ,51.1, 88.1
"Throckmorton County, Texas",48447,70.9 ,50.9, 88.2
"Tunica County, Mississippi",28143,70.9 ,52.9, 86.9
"Upton County, Texas",48461,70.9 ,51.1, 87.9
"Van Buren County, Tennessee",47175,70.9 ,51.0, 88.1
"Wabash County, Illinois",17185,70.9 ,50.7, 88.0
"Ward County, Texas",48475,70.9 ,50.7, 87.9
"Washtenaw County, Michigan",26161,70.9 ,60.9, 80.7
"Wright County, Missouri",29229,70.9 ,52.4, 86.8
"Yoakum County, Texas",48501,70.9 ,50.8, 88.1
"Adams County, Idaho",16003,70.8 ,53.8, 86.0
"Carroll County, New Hampshire",33003,70.8 ,58.3, 82.8
"Cerro Gordo County, Iowa",19033,70.8 ,57.8, 83.5
"Chattahoochee County, Georgia",13053,70.8 ,52.8, 86.2
"Clark County, Nevada",32003,70.8 ,63.5, 78.1
"Coryell County, Texas",48099,70.8 ,53.4, 86.2
"Dukes County, Massachusetts",25007,70.8 ,54.3, 85.8
"Fentress County, Tennessee",47049,70.8 ,53.9, 85.8
"Gilpin County, Colorado",08047,70.8 ,52.5, 87.0
"Greene County, Iowa",19073,70.8 ,54.7, 85.3
"Jeff Davis County, Texas",48243,70.8 ,50.8, 87.9
"Jefferson County, Arkansas",05069,70.8 ,56.0, 84.7
"Jones County, Iowa",19105,70.8 ,55.1, 85.0
"Lipscomb County, Texas",48295,70.8 ,50.8, 88.0
"Meigs County, Tennessee",47121,70.8 ,53.0, 86.5
"Mineral County, Montana",30061,70.8 ,53.7, 85.8
"Montgomery County, Indiana",18107,70.8 ,54.8, 85.5
"Richland County, Wisconsin",55103,70.8 ,50.9, 88.1
"Ripley County, Missouri",29181,70.8 ,52.9, 86.5
"Russell County, Virginia",51167,70.8 ,55.6, 85.0
"Schuyler County, New York",36097,70.8 ,57.7, 83.2
"Shoshone County, Idaho",16079,70.8 ,53.3, 86.3
"Siskiyou County, California",06093,70.8 ,52.8, 86.7
"Stevens County, Washington",53065,70.8 ,56.3, 84.5
"Sunflower County, Mississippi",28133,70.8 ,56.6, 84.1
"Tuolumne County, California",06109,70.8 ,52.6, 86.7
"Union County, Illinois",17181,70.8 ,50.7, 88.0
"Vilas County, Wisconsin",55125,70.8 ,53.1, 86.5
"Wabash County, Indiana",18169,70.8 ,54.0, 85.7
"Ward County, North Dakota",38101,70.8 ,58.3, 82.9
"Ware County, Georgia",13299,70.8 ,53.7, 85.8
"Watonwan County, Minnesota",27165,70.8 ,55.0, 85.3
"Beaver County, Pennsylvania",42007,70.7 ,58.9, 81.9
"Butler County, Nebraska",31023,70.7 ,56.4, 83.9
"Cape May County, New Jersey",34009,70.7 ,53.6, 85.9
"Columbia County, Arkansas",05027,70.7 ,54.2, 85.5
"Denton County, Texas",48121,70.7 ,59.2, 81.4
"Fayette County, West Virginia",54019,70.7 ,57.0, 83.7
"Garrard County, Kentucky",21079,70.7 ,61.3, 79.5
"Garvin County, Oklahoma",40049,70.7 ,54.8, 85.2
"Hoke County, North Carolina",37093,70.7 ,53.8, 85.8
"Kendall County, Illinois",17093,70.7 ,58.5, 82.0
"Labette County, Kansas",20099,70.7 ,55.8, 84.6
"Lamar County, Mississippi",28073,70.7 ,56.5, 84.0
"Lucas County, Iowa",19117,70.7 ,53.0, 86.1
"Marion County, Florida",12083,70.7 ,60.3, 80.9
"Muskogee County, Oklahoma",40101,70.7 ,56.2, 84.1
"Ritchie County, West Virginia",54085,70.7 ,52.4, 86.8
"Robertson County, Texas",48395,70.7 ,53.2, 86.4
"Warren County, Tennessee",47177,70.7 ,54.8, 85.4
"Wilkinson County, Mississippi",28157,70.7 ,54.3, 85.4
"Windham County, Vermont",50025,70.7 ,59.2, 82.2
"Wood County, West Virginia",54107,70.7 ,57.8, 83.2
"York County, Maine",23031,70.7 ,61.3, 79.9
"Bannock County, Idaho",16005,70.6 ,60.7, 80.0
"Carroll County, Kentucky",21041,70.6 ,52.5, 86.6
"Chase County, Nebraska",31029,70.6 ,55.6, 84.3
"Claiborne County, Tennessee",47025,70.6 ,53.3, 85.8
"Coos County, New Hampshire",33007,70.6 ,56.4, 83.9
"Cumberland County, Pennsylvania",42041,70.6 ,56.7, 83.4
"Delta County, Michigan",26041,70.6 ,53.3, 85.8
"Franklin County, Arkansas",05047,70.6 ,53.5, 85.8
"Gibson County, Indiana",18051,70.6 ,53.4, 85.9
"Grant County, Washington",53025,70.6 ,58.0, 82.9
"Halifax County with South Boston City, Virginia",51083,70.6 ,54.5, 85.2
"Jefferson Davis County, Mississippi",28065,70.6 ,54.6, 85.1
"Kalamazoo County, Michigan",26077,70.6 ,59.7, 81.0
"Lauderdale County, Alabama",01077,70.6 ,55.9, 84.1
"Logan County, Kentucky",21141,70.6 ,54.0, 85.4
"Mason County, West Virginia",54053,70.6 ,55.0, 85.0
"Missoula County, Montana",30063,70.6 ,58.4, 82.7
"Mower County, Minnesota",27099,70.6 ,56.6, 83.9
"Pepin County, Wisconsin",55091,70.6 ,52.5, 86.5
"Rio Arriba County, New Mexico",35039,70.6 ,57.1, 83.5
"Rio Grande County, Colorado",08105,70.6 ,53.5, 85.8
"San Bernardino County, California",06071,70.6 ,62.9, 78.2
"Scioto County, Ohio",39145,70.6 ,57.6, 83.1
"Silver Bow County, Montana",30093,70.6 ,56.1, 83.9
"Sumner County, Kansas",20191,70.6 ,55.9, 84.0
"Tehama County, California",06103,70.6 ,53.4, 86.1
"Traill County, North Dakota",38097,70.6 ,54.8, 85.1
"Walworth County, Wisconsin",55127,70.6 ,54.0, 85.5
"Washington County, Oregon",41067,70.6 ,62.4, 78.7
"Worcester County, Maryland",24047,70.6 ,56.1, 84.4
"Brown County, Minnesota",27015,70.5 ,55.9, 84.1
"Buena Vista City, Virginia",51530,70.5 ,51.9, 86.4
"Buena Vista County, Iowa",19021,70.5 ,54.8, 84.8
"Clay County, Arkansas",05021,70.5 ,53.4, 85.7
"Clinton County, New York",36019,70.5 ,57.3, 83.1
"Coffee County, Tennessee",47031,70.5 ,54.4, 85.1
"Davis County, Utah",49011,70.5 ,60.2, 80.9
"Douglas County, Colorado",08035,70.5 ,59.1, 81.8
"Elmore County, Idaho",16039,70.5 ,53.6, 85.7
"Greenup County, Kentucky",21089,70.5 ,55.7, 84.2
"Kane County, Utah",49025,70.5 ,52.9, 86.2
"Keith County, Nebraska",31101,70.5 ,56.5, 83.6
"La Crosse County, Wisconsin",55063,70.5 ,56.2, 83.9
"Laclede County, Missouri",29105,70.5 ,52.9, 86.0
"Lewis County, Kentucky",21135,70.5 ,53.4, 85.7
"Livingston County, Kentucky",21139,70.5 ,53.3, 85.9
"McLean County, Kentucky",21149,70.5 ,51.8, 86.7
"Mineral County, West Virginia",54057,70.5 ,54.2, 85.2
"Montgomery County, Illinois",17135,70.5 ,52.5, 86.5
"Mora County, New Mexico",35033,70.5 ,52.3, 86.6
"Orange County, Virginia",51137,70.5 ,55.7, 84.2
"Pierce County, North Dakota",38069,70.5 ,54.5, 84.8
"Placer County, California",06061,70.5 ,58.5, 81.6
"Saline County, Nebraska",31151,70.5 ,57.1, 83.4
"Sampson County, North Carolina",37163,70.5 ,53.9, 85.2
"San Benito County, California",06069,70.5 ,52.0, 86.8
"San Juan County, Utah",49037,70.5 ,56.7, 83.6
"Stutsman County, North Dakota",38093,70.5 ,56.8, 83.6
"Union County, Georgia",13291,70.5 ,53.2, 85.8
"Beauregard Parish, Louisiana",22011,70.4 ,54.6, 84.7
"Beaver County, Oklahoma",40007,70.4 ,52.7, 86.1
"Benton County, Mississippi",28009,70.4 ,52.5, 86.3
"Camden County, Missouri",29029,70.4 ,55.0, 84.6
"Cross County, Arkansas",05037,70.4 ,54.2, 85.2
"Emmons County, North Dakota",38029,70.4 ,53.7, 85.5
"Garfield County, Oklahoma",40047,70.4 ,56.9, 83.1
"Golden Valley County, North Dakota",38033,70.4 ,53.1, 85.7
"Hamilton County, Illinois",17065,70.4 ,51.7, 86.6
"Harlan County, Nebraska",31083,70.4 ,54.9, 84.4
"Humboldt County, California",06023,70.4 ,53.1, 85.8
"Jefferson County, Oregon",41031,70.4 ,54.2, 85.2
"Kittson County, Minnesota",27069,70.4 ,52.3, 86.4
"LaPorte County, Indiana",18091,70.4 ,56.4, 83.7
"Ogle County, Illinois",17141,70.4 ,54.5, 84.8
"Plumas County, California",06063,70.4 ,52.1, 86.7
"Putnam County, Georgia",13237,70.4 ,52.0, 86.3
"Sebastian County, Arkansas",05131,70.4 ,56.4, 83.6
"Stephens County, Oklahoma",40137,70.4 ,55.6, 84.1
"Tillman County, Oklahoma",40141,70.4 ,53.2, 85.7
"Union County, Florida",12125,70.4 ,56.4, 83.5
"Warrick County, Indiana",18173,70.4 ,53.9, 85.3
"Waseca County, Minnesota",27161,70.4 ,54.7, 84.8
"Atoka County, Oklahoma",40005,70.3 ,52.8, 85.7
"Berkshire County, Massachusetts",25003,70.3 ,56.6, 83.3
"Buchanan County, Virginia",51027,70.3 ,52.6, 86.0
"Columbia County, Oregon",41009,70.3 ,56.4, 83.2
"Craig County, Oklahoma",40035,70.3 ,52.5, 86.1
"Greene County, Ohio",39057,70.3 ,57.3, 82.6
"Harris County, Georgia",13145,70.3 ,54.4, 84.7
"Jefferson County, Iowa",19101,70.3 ,54.3, 85.1
"King County, Washington",53033,70.3 ,62.8, 77.6
"Lyon County, Nevada",32019,70.3 ,55.9, 83.7
"Meriwether County, Georgia",13199,70.3 ,52.8, 85.8
"Minidoka County, Idaho",16067,70.3 ,54.6, 84.7
"Monroe County, Missouri",29137,70.3 ,52.1, 86.4
"Wright County, Iowa",19197,70.3 ,53.5, 85.4
"Yazoo County, Mississippi",28163,70.3 ,53.2, 85.4
"Addison County, Vermont",50001,70.2 ,57.7, 82.3
"Allegan County, Michigan",26005,70.2 ,55.4, 84.0
"Box Elder County, Utah",49003,70.2 ,56.5, 83.1
"Bullock County, Alabama",01011,70.2 ,52.0, 86.2
"Chicot County, Arkansas",05017,70.2 ,53.7, 85.0
"Columbia County, Pennsylvania",42037,70.2 ,53.8, 84.8
"Craig County, Virginia",51045,70.2 ,51.5, 86.5
"Daggett County, Utah",49009,70.2 ,51.8, 86.6
"Early County, Georgia",13099,70.2 ,52.7, 85.6
"Fallon County, Montana",30025,70.2 ,53.0, 85.5
"Graves County, Kentucky",21083,70.2 ,56.2, 83.3
"Hughes County, Oklahoma",40063,70.2 ,53.1, 85.7
"Ketchikan Gateway Borough, Alaska",02130,70.2 ,55.5, 83.9
"King William County, Virginia",51101,70.2 ,52.1, 86.3
"Lake County, Indiana",18089,70.2 ,60.9, 79.2
"Mahnomen County, Minnesota",27087,70.2 ,52.3, 86.2
"Manatee County, Florida",12081,70.2 ,60.1, 79.6
"Randolph County, Missouri",29175,70.2 ,55.0, 84.0
"Sauk County, Wisconsin",55111,70.2 ,53.6, 85.0
"St. Francis County, Arkansas",05123,70.2 ,54.6, 84.5
"Stonewall County, Texas",48433,70.2 ,52.4, 85.9
"Taylor County, West Virginia",54091,70.2 ,54.3, 84.9
"Thurston County, Nebraska",31173,70.2 ,55.9, 83.6
"Wayne County, Indiana",18177,70.2 ,54.3, 84.8
"Clark County, Missouri",29045,70.1 ,51.4, 86.5
"Clay County, South Dakota",46027,70.1 ,52.7, 85.7
"Conejos County, Colorado",08021,70.1 ,52.4, 85.7
"Delaware County, Indiana",18035,70.1 ,56.0, 83.5
"Gage County, Nebraska",31067,70.1 ,56.9, 82.7
"Holmes County, Ohio",39075,70.1 ,51.7, 86.3
"Huntington County, Indiana",18069,70.1 ,52.6, 86.0
"Huron County, Michigan",26063,70.1 ,52.9, 85.4
"Los Angeles County, California",06037,70.1 ,66.0, 74.1
"Marion County, South Carolina",45067,70.1 ,55.2, 84.0
"McDowell County, North Carolina",37111,70.1 ,55.3, 83.4
"Palo Alto County, Iowa",19147,70.1 ,52.6, 85.5
"Pine County, Minnesota",27115,70.1 ,56.3, 83.1
"Richland County, North Dakota",38077,70.1 ,55.0, 83.9
"Skamania County, Washington",53059,70.1 ,54.1, 84.6
"Tom Green County, Texas",48451,70.1 ,51.7, 86.3
"Wibaux County, Montana",30109,70.1 ,51.3, 86.6
"Williamson County, Illinois",17199,70.1 ,52.7, 85.5
"Alger County, Michigan",26003,70.0 ,51.7, 86.2
"Allen County, Kansas",20001,70.0 ,53.5, 85.0
"Andrew County, Missouri",29003,70.0 ,52.3, 85.7
"Banks County, Georgia",13011,70.0 ,52.2, 85.6
"Crawford County, Michigan",26039,70.0 ,52.0, 86.1
"Custer County, Montana",30017,70.0 ,55.0, 83.9
"Decatur County, Indiana",18031,70.0 ,53.3, 85.3
"Greene County, Missouri",29077,70.0 ,57.9, 81.5
"Hanson County, South Dakota",46061,70.0 ,51.2, 86.7
"Harney County, Oregon",41025,70.0 ,52.8, 85.6
"Harrison County, Missouri",29081,70.0 ,52.7, 85.5
"Harrison County, West Virginia",54033,70.0 ,56.3, 82.9
"Kossuth County, Iowa",19109,70.0 ,54.3, 84.5
"Lyon County, Minnesota",27083,70.0 ,55.5, 83.4
"Nelson County, North Dakota",38063,70.0 ,53.5, 84.8
"Newton County, Missouri",29145,70.0 ,52.8, 85.4
"Pocahontas County, Iowa",19151,70.0 ,53.7, 84.8
"Poinsett County, Arkansas",05111,70.0 ,54.0, 84.4
"Spink County, South Dakota",46115,70.0 ,52.6, 85.6
"Steuben County, New York",36101,70.0 ,58.3, 81.9
"Upson County, Georgia",13293,70.0 ,52.3, 85.6
"Webb County, Texas",48479,70.0 ,52.4, 85.7
"Whatcom County, Washington",53073,70.0 ,57.5, 82.3
"Cloud County, Kansas",20029,69.9 ,53.3, 84.9
"Columbiana County, Ohio",39029,69.9 ,58.7, 80.7
"Cook County, Minnesota",27031,69.9 ,52.5, 85.4
"Crow Wing County, Minnesota",27035,69.9 ,57.3, 82.3
"Henry County, Virginia",51089,69.9 ,54.7, 83.9
"Lexington City, Virginia",51678,69.9 ,50.5, 87.1
"Marion County, Illinois",17121,69.9 ,51.6, 86.3
"Marshall County, South Dakota",46091,69.9 ,51.4, 86.1
"McClain County, Oklahoma",40087,69.9 ,59.9, 79.4
"Metcalfe County, Kentucky",21169,69.9 ,53.3, 84.9
"Milwaukee County, Wisconsin",55079,69.9 ,62.4, 77.2
"Mountrail County, North Dakota",38061,69.9 ,53.5, 84.6
"Oklahoma County, Oklahoma",40109,69.9 ,62.0, 77.7
"Orangeburg County, South Carolina",45075,69.9 ,55.0, 83.8
"Panola County, Texas",48365,69.9 ,51.6, 86.0
"Sarasota County, Florida",12115,69.9 ,58.2, 81.2
"Wabaunsee County, Kansas",20197,69.9 ,52.5, 85.5
"Wichita County, Texas",48485,69.9 ,57.0, 82.3
"Yalobusha County, Mississippi",28161,69.9 ,52.8, 85.3
"Breckinridge County, Kentucky",21027,69.8 ,54.3, 84.0
"Caddo County, Oklahoma",40015,69.8 ,54.1, 84.3
"Carbon County, Montana",30009,69.8 ,53.0, 85.1
"Christian County, Illinois",17021,69.8 ,51.5, 85.7
"Henry County, Kentucky",21103,69.8 ,50.2, 87.0
"Lewis County, West Virginia",54041,69.8 ,54.1, 84.5
"Little River County, Arkansas",05081,69.8 ,52.2, 85.6
"Marion County, Iowa",19125,69.8 ,55.5, 83.3
"Ohio County, Indiana",18115,69.8 ,51.8, 85.8
"Scott County, Kentucky",21209,69.8 ,52.9, 84.9
"Stokes County, North Carolina",37169,69.8 ,52.7, 85.1
"Washington County, Georgia",13303,69.8 ,51.5, 86.2
"Washington County, Utah",49053,69.8 ,57.9, 81.7
"Carroll County, Missouri",29033,69.7 ,51.4, 85.9
"Cass County, Michigan",26027,69.7 ,52.0, 85.6
"Crittenden County, Arkansas",05035,69.7 ,52.9, 84.9
"Garfield County, Nebraska",31071,69.7 ,53.6, 84.3
"Hickman County, Kentucky",21105,69.7 ,51.6, 85.7
"Josephine County, Oregon",41033,69.7 ,55.3, 83.3
"Phillips County, Colorado",08095,69.7 ,51.2, 85.9
"Richmond County, North Carolina",37153,69.7 ,51.8, 85.6
"Toombs County, Georgia",13279,69.7 ,53.0, 85.0
"Wheeler County, Georgia",13309,69.7 ,51.2, 86.1
"Williamson County, Texas",48491,69.7 ,58.0, 81.1
"Yankton County, South Dakota",46135,69.7 ,53.4, 84.9
"Adair County, Oklahoma",40001,69.6 ,53.0, 84.2
"Albemarle County, Virginia",51003,69.6 ,53.6, 84.2
"Amelia County, Virginia",51007,69.6 ,51.5, 85.8
"Caldwell County, Texas",48055,69.6 ,52.9, 84.8
"Cedar County, Nebraska",31027,69.6 ,54.0, 84.1
"Daviess County, Kentucky",21059,69.6 ,55.9, 82.8
"Ottawa County, Ohio",39123,69.6 ,54.4, 83.6
"Pendleton County, West Virginia",54071,69.6 ,51.8, 85.6
"Potter County, Texas",48375,69.6 ,51.6, 85.5
"Ross County, Ohio",39141,69.6 ,57.0, 81.9
"Searcy County, Arkansas",05129,69.6 ,52.4, 85.0
"Summit County, Utah",49043,69.6 ,57.0, 82.1
"Walworth County, South Dakota",46129,69.6 ,51.3, 86.0
"Weld County, Colorado",08123,69.6 ,60.9, 78.0
"White County, Indiana",18181,69.6 ,51.8, 85.3
"Ascension Parish, Louisiana",22005,69.5 ,58.3, 80.2
"Barron County, Wisconsin",55005,69.5 ,53.0, 84.6
"Ben Hill County, Georgia",13017,69.5 ,52.8, 84.6
"Bladen County, North Carolina",37017,69.5 ,52.0, 85.0
"Butler County, Iowa",19023,69.5 ,54.3, 83.4
"Cassia County, Idaho",16031,69.5 ,52.9, 84.7
"Hamilton County, Florida",12047,69.5 ,54.9, 83.3
"LaMoure County, North Dakota",38045,69.5 ,52.9, 84.6
"Miami County, Indiana",18103,69.5 ,52.5, 85.0
"Oceana County, Michigan",26127,69.5 ,52.8, 84.4
"Polk County, Minnesota",27119,69.5 ,55.3, 83.0
"Putnam County, Indiana",18133,69.5 ,53.2, 84.3
"Rock County, Wisconsin",55105,69.5 ,55.3, 82.8
"Seneca County, Ohio",39147,69.5 ,54.9, 83.3
"Terrell County, Georgia",13273,69.5 ,51.0, 85.7
"Warren County, Kentucky",21227,69.5 ,55.8, 82.5
"Warren County, Virginia",51187,69.5 ,53.5, 84.2
"Bradley County, Tennessee",47011,69.4 ,55.4, 82.8
"Bryan County, Georgia",13029,69.4 ,55.8, 81.9
"Calhoun County, Illinois",17013,69.4 ,49.4, 86.9
"Grant County, New Mexico",35017,69.4 ,54.1, 83.4
"Houston County, Tennessee",47083,69.4 ,53.6, 83.8
"Kingfisher County, Oklahoma",40073,69.4 ,52.1, 85.2
"Liberty County, Montana",30051,69.4 ,50.6, 86.1
"Lincoln County, Minnesota",27081,69.4 ,52.5, 84.9
"Linn County, Oregon",41043,69.4 ,55.2, 82.9
"Marathon County, Wisconsin",55073,69.4 ,55.1, 83.0
"Nemaha County, Nebraska",31127,69.4 ,55.2, 82.7
"Polk County, Missouri",29167,69.4 ,52.0, 85.0
"Porter County, Indiana",18127,69.4 ,56.0, 82.4
"Potter County, South Dakota",46107,69.4 ,50.8, 85.6
"Roane County, Tennessee",47145,69.4 ,52.5, 84.6
"San Luis Obispo County, California",06079,69.4 ,57.5, 80.5
"Skagit County, Washington",53057,69.4 ,58.7, 79.9
"Stevens County, Minnesota",27149,69.4 ,52.9, 84.2
"Surry County, Virginia",51181,69.4 ,50.7, 85.7
"Tippecanoe County, Indiana",18157,69.4 ,55.3, 82.7
"Wapello County, Iowa",19179,69.4 ,55.0, 83.0
"Washington County, Virginia",51191,69.4 ,53.4, 84.2
"Wayne County, Pennsylvania",42127,69.4 ,51.5, 85.3
"Avoyelles Parish, Louisiana",22009,69.3 ,53.2, 84.0
"Baxter County, Arkansas",05005,69.3 ,56.8, 80.9
"Burke County, North Carolina",37023,69.3 ,55.0, 82.4
"Camden County, New Jersey",34007,69.3 ,62.1, 76.3
"Carroll County, Virginia",51035,69.3 ,52.7, 84.4
"Colbert County, Alabama",01033,69.3 ,51.6, 85.1
"Daniels County, Montana",30019,69.3 ,51.1, 85.5
"Franklin County, Florida",12037,69.3 ,55.0, 82.7
"Franklin County, Ohio",39049,69.3 ,61.0, 77.5
"Greeley County, Nebraska",31077,69.3 ,53.5, 83.5
"Hutchinson County, Texas",48233,69.3 ,50.9, 85.8
"Johnson County, Arkansas",05071,69.3 ,53.3, 83.9
"Kaufman County, Texas",48257,69.3 ,51.0, 85.4
"Kemper County, Mississippi",28069,69.3 ,51.5, 85.2
"Kiowa County, Kansas",20097,69.3 ,52.1, 84.8
"LaGrange County, Indiana",18087,69.3 ,51.8, 85.1
"Lancaster County, South Carolina",45057,69.3 ,55.4, 82.4
"Larimer County, Colorado",08069,69.3 ,63.8, 74.7
"Lowndes County, Georgia",13185,69.3 ,59.8, 78.2
"Meeker County, Minnesota",27093,69.3 ,53.7, 83.6
"Okfuskee County, Oklahoma",40107,69.3 ,50.8, 85.8
"Richland County, Ohio",39139,69.3 ,55.1, 82.7
"Richmond County, Georgia",13245,69.3 ,55.7, 82.2
"Tillamook County, Oregon",41057,69.3 ,52.1, 84.7
"White County, Georgia",13311,69.3 ,51.5, 85.3
"Belknap County, New Hampshire",33001,69.2 ,56.6, 81.5
"Cullman County, Alabama",01043,69.2 ,52.3, 84.6
"Davis County, Iowa",19051,69.2 ,51.6, 85.2
"Effingham County, Georgia",13103,69.2 ,53.7, 83.3
"Genesee County, New York",36037,69.2 ,54.7, 82.8
"Johnson County, Nebraska",31097,69.2 ,53.5, 83.5
"Lincoln County, Tennessee",47103,69.2 ,51.4, 85.1
"Osceola County, Florida",12097,69.2 ,56.3, 81.4
"Pueblo County, Colorado",08101,69.2 ,56.4, 81.9
"Wood County, Wisconsin",55141,69.2 ,57.8, 80.1
"Amherst County, Virginia",51009,69.1 ,53.4, 83.5
"Apache County, Arizona",04001,69.1 ,56.5, 81.4
"Carlton County, Minnesota",27017,69.1 ,53.4, 83.3
"Escambia County, Alabama",01053,69.1 ,54.3, 82.9
"Fayette County, Iowa",19065,69.1 ,54.0, 83.1
"Houston County, Alabama",01069,69.1 ,56.1, 81.9
"Johnson County, Wyoming",56019,69.1 ,53.1, 83.6
"Knox County, Kentucky",21121,69.1 ,52.6, 84.4
"McHenry County, Illinois",17111,69.1 ,59.0, 78.9
"Nantucket County, Massachusetts",25019,69.1 ,51.1, 85.2
"Norfolk City, Virginia",51710,69.1 ,59.3, 78.5
"Ravalli County, Montana",30081,69.1 ,52.7, 84.0
"Rutland County, Vermont",50021,69.1 ,57.5, 80.6
"Sheridan County, Wyoming",56033,69.1 ,56.1, 81.8
