
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

Had Colonoscopy in Past 10 Years
"All Races (includes Hispanic), Both Sexes, Ages 50-75"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Hubbard County, Minnesota",27057,60.9 ,48.4, 73.4
"Jones County, South Dakota",46075,60.9 ,45.3, 75.5
"Kent County, Texas",48263,60.9 ,44.5, 76.3
"Newberry County, South Carolina",45071,60.9 ,48.9, 72.9
"Pike County, Missouri",29163,60.9 ,46.0, 75.4
"Platte County, Nebraska",31141,60.9 ,49.7, 72.3
"Richmond County, Georgia",13245,60.9 ,49.1, 72.8
"Sebastian County, Arkansas",05131,60.9 ,48.7, 73.0
"Seminole County, Georgia",13253,60.9 ,45.9, 75.2
"Stutsman County, North Dakota",38093,60.9 ,49.1, 72.8
"Toole County, Montana",30101,60.9 ,46.1, 75.0
"Tripp County, South Dakota",46123,60.9 ,45.2, 75.7
"Accomack County, Virginia",51001,60.8 ,49.1, 72.5
"Baldwin County, Georgia",13009,60.8 ,46.4, 74.5
"Blaine County, Oklahoma",40011,60.8 ,46.3, 74.6
"Bourbon County, Kentucky",21017,60.8 ,46.2, 74.9
"Bradford County, Florida",12007,60.8 ,46.9, 74.3
"Braxton County, West Virginia",54007,60.8 ,47.1, 73.9
"Chesapeake City, Virginia",51550,60.8 ,53.3, 68.1
"Chippewa County, Minnesota",27023,60.8 ,47.3, 74.0
"Clackamas County, Oregon",41005,60.8 ,51.4, 70.4
"Clearwater County, Minnesota",27029,60.8 ,46.6, 74.5
"Conway County, Arkansas",05029,60.8 ,46.7, 74.4
"Custer County, Oklahoma",40039,60.8 ,46.8, 74.2
"Emmet County, Iowa",19063,60.8 ,46.4, 74.6
"Furnas County, Nebraska",31065,60.8 ,47.9, 73.6
"Hardeman County, Texas",48197,60.8 ,46.2, 74.7
"Harney County, Oregon",41025,60.8 ,45.9, 74.9
"Meade County, Kansas",20119,60.8 ,46.4, 74.5
"Mifflin County, Pennsylvania",42087,60.8 ,45.3, 75.6
"Monroe County, Wisconsin",55081,60.8 ,46.0, 74.9
"Northampton County, North Carolina",37131,60.8 ,46.6, 74.7
"Ontonagon County, Michigan",26131,60.8 ,44.5, 76.1
"Owen County, Kentucky",21187,60.8 ,51.9, 69.5
"Ritchie County, West Virginia",54085,60.8 ,46.3, 74.8
"Salt Lake County, Utah",49035,60.8 ,53.6, 68.0
"Schuylkill County, Pennsylvania",42107,60.8 ,46.8, 74.3
"Sumter County, Georgia",13261,60.8 ,47.4, 73.7
"Talbot County, Georgia",13263,60.8 ,44.9, 76.2
"Upshur County, West Virginia",54097,60.8 ,47.7, 73.7
"Washington County, Colorado",08121,60.8 ,45.3, 75.8
"Washoe County, Nevada",32031,60.8 ,50.6, 71.6
"Aurora County, South Dakota",46003,60.7 ,44.8, 75.7
"Barbour County, West Virginia",54001,60.7 ,47.0, 74.1
"Berkeley County, West Virginia",54003,60.7 ,49.5, 72.1
"Bracken County, Kentucky",21023,60.7 ,46.5, 74.3
"Campbell County, Tennessee",47013,60.7 ,46.8, 74.0
"Chittenden County, Vermont",50007,60.7 ,59.5, 62.0
"Cumberland County, North Carolina",37051,60.7 ,48.4, 73.1
"Hancock County, Iowa",19081,60.7 ,45.9, 74.9
"Jefferson County, Iowa",19101,60.7 ,47.3, 73.8
"Lavaca County, Texas",48285,60.7 ,44.8, 76.2
"Lipscomb County, Texas",48295,60.7 ,44.5, 76.0
"Lowndes County, Alabama",01085,60.7 ,46.2, 74.6
"Marion County, Mississippi",28091,60.7 ,47.4, 73.6
"Orleans County, New York",36073,60.7 ,47.4, 73.5
"Pratt County, Kansas",20151,60.7 ,49.7, 71.5
"Sac County, Iowa",19161,60.7 ,46.5, 74.4
"St. Bernard Parish, Louisiana",22087,60.7 ,46.4, 74.5
"St. Johns County, Florida",12109,60.7 ,48.9, 72.2
"Washington County, Virginia",51191,60.7 ,47.7, 73.4
"Wayne County, Michigan",26163,60.7 ,53.6, 67.8
"Woodson County, Kansas",20207,60.7 ,45.3, 75.0
"Ashland County, Ohio",39005,60.6 ,50.3, 70.6
"Bon Homme County, South Dakota",46009,60.6 ,45.2, 75.3
"Calhoun County, Florida",12013,60.6 ,47.0, 73.8
"Callaway County, Missouri",29027,60.6 ,46.9, 73.9
"Cook County, Illinois",17031,60.6 ,55.0, 66.0
"Coos County, New Hampshire",33007,60.6 ,49.7, 71.9
"Elk County, Pennsylvania",42047,60.6 ,45.5, 75.2
"Foard County, Texas",48155,60.6 ,44.4, 75.9
"Garfield County, Washington",53023,60.6 ,46.0, 74.5
"Garland County, Arkansas",05051,60.6 ,47.6, 73.3
"Garrett County, Maryland",24023,60.6 ,49.4, 72.0
"Greene County, Indiana",18055,60.6 ,47.4, 73.8
"Kings County, California",06031,60.6 ,47.1, 73.8
"Kings County, New York",36047,60.6 ,53.2, 68.0
"Knox County, Indiana",18083,60.6 ,46.6, 74.4
"Lee County, North Carolina",37105,60.6 ,46.2, 74.5
"Lincoln County, Minnesota",27081,60.6 ,46.3, 74.4
"Livingston County, Kentucky",21139,60.6 ,46.2, 74.5
"Marion County, Ohio",39101,60.6 ,49.1, 72.3
"Marshall County, Iowa",19127,60.6 ,48.3, 72.9
"Matagorda County, Texas",48321,60.6 ,44.4, 75.9
"Mercer County, North Dakota",38057,60.6 ,48.6, 72.6
"Miller County, Arkansas",05091,60.6 ,47.1, 73.7
"Natchitoches Parish, Louisiana",22069,60.6 ,46.9, 73.8
"Nueces County, Texas",48355,60.6 ,48.1, 72.5
"Oconee County, South Carolina",45073,60.6 ,49.1, 72.3
"Richland County, Ohio",39139,60.6 ,49.3, 72.3
"Russell County, Kansas",20167,60.6 ,46.6, 74.2
"Sangamon County, Illinois",17167,60.6 ,49.0, 71.9
"Sheridan County, Kansas",20179,60.6 ,45.6, 75.1
"Sibley County, Minnesota",27143,60.6 ,47.6, 73.5
"St. Landry Parish, Louisiana",22097,60.6 ,48.2, 73.0
"Woodbury County, Iowa",19193,60.6 ,49.3, 72.0
"Buena Vista County, Iowa",19021,60.5 ,47.4, 73.2
"Carroll County, Virginia",51035,60.5 ,46.7, 74.0
"Conecuh County, Alabama",01035,60.5 ,46.5, 74.2
"Garden County, Nebraska",31069,60.5 ,46.2, 74.2
"Gladwin County, Michigan",26051,60.5 ,47.3, 73.4
"Hyde County, North Carolina",37095,60.5 ,45.2, 75.0
"Iroquois County, Illinois",17075,60.5 ,45.4, 74.8
"Jackson County, Georgia",13157,60.5 ,50.3, 70.3
"Langlade County, Wisconsin",55067,60.5 ,45.8, 74.6
"Monroe County, Tennessee",47123,60.5 ,46.3, 74.4
"Pleasants County, West Virginia",54073,60.5 ,45.4, 74.7
"Rabun County, Georgia",13241,60.5 ,45.1, 75.3
"Stonewall County, Texas",48433,60.5 ,45.1, 75.0
"Torrance County, New Mexico",35057,60.5 ,46.9, 73.5
"Union County, Illinois",17181,60.5 ,44.9, 75.3
"Venango County, Pennsylvania",42121,60.5 ,49.3, 71.2
"Walton County, Florida",12131,60.5 ,49.1, 71.8
"Cherokee County, Georgia",13057,60.4 ,50.3, 70.5
"Choctaw County, Alabama",01023,60.4 ,46.7, 73.9
"Cooper County, Missouri",29053,60.4 ,44.9, 74.9
"Cumberland County, Tennessee",47035,60.4 ,46.8, 73.6
"Delta County, Colorado",08029,60.4 ,47.2, 73.5
"Garfield County, Colorado",08045,60.4 ,50.5, 70.1
"Granville County, North Carolina",37077,60.4 ,45.6, 74.7
"Kewaunee County, Wisconsin",55061,60.4 ,45.0, 75.4
"Lauderdale County, Tennessee",47097,60.4 ,46.1, 74.2
"Long County, Georgia",13183,60.4 ,45.6, 74.5
"Norton City, Virginia",51720,60.4 ,44.9, 75.1
"Pembina County, North Dakota",38067,60.4 ,47.9, 72.8
"Pima County, Arizona",04019,60.4 ,55.4, 65.3
"Pontotoc County, Mississippi",28115,60.4 ,47.2, 73.4
"Robertson County, Tennessee",47147,60.4 ,47.5, 73.0
"Tallapoosa County, Alabama",01123,60.4 ,47.9, 73.1
"Tucker County, West Virginia",54093,60.4 ,45.7, 74.5
"Vernon County, Missouri",29217,60.4 ,45.0, 75.2
"Warren County, North Carolina",37185,60.4 ,43.9, 76.1
"Washington County, Texas",48477,60.4 ,45.0, 75.1
"Caroline County, Maryland",24011,60.3 ,49.5, 71.2
"DeBaca County, New Mexico",35011,60.3 ,45.7, 74.4
"Hamilton County, New York",36041,60.3 ,48.5, 72.3
"Hartford County, Connecticut",09003,60.3 ,55.0, 65.5
"Highland County, Ohio",39071,60.3 ,47.4, 73.1
"Jerauld County, South Dakota",46073,60.3 ,44.7, 75.2
"Lafayette County, Wisconsin",55065,60.3 ,47.8, 72.4
"Marion County, Oregon",41047,60.3 ,49.9, 71.2
"Matanuska-Susitna Borough, Alaska",02170,60.3 ,49.2, 71.8
"McDowell County, North Carolina",37111,60.3 ,48.2, 71.8
"Orange County, Indiana",18117,60.3 ,46.0, 74.2
"Red Willow County, Nebraska",31145,60.3 ,48.2, 72.4
"San Benito County, California",06069,60.3 ,45.2, 74.7
"Teton County, Idaho",16081,60.3 ,45.6, 74.4
"Baker County, Florida",12003,60.2 ,47.4, 72.9
"Clarendon County, South Carolina",45027,60.2 ,48.4, 72.1
"Crockett County, Tennessee",47033,60.2 ,46.0, 74.0
"Drew County, Arkansas",05043,60.2 ,45.6, 73.9
"Escambia County, Alabama",01053,60.2 ,47.9, 72.6
"Esmeralda County, Nevada",32009,60.2 ,43.9, 75.6
"Grant County, Oregon",41023,60.2 ,45.2, 74.5
"Haines Borough, Alaska",02100,60.2 ,46.0, 73.9
"Hall County, Georgia",13139,60.2 ,51.2, 69.2
"Johnson County, Wyoming",56019,60.2 ,47.0, 73.3
"Kimball County, Nebraska",31105,60.2 ,45.9, 74.1
"Mason County, Illinois",17125,60.2 ,44.4, 74.8
"Mingo County, West Virginia",54059,60.2 ,47.6, 72.7
"Polk County, North Carolina",37149,60.2 ,44.4, 74.8
"Richmond County, New York",36085,60.2 ,49.9, 70.3
"Sabine County, Texas",48403,60.2 ,44.0, 75.7
"Sequatchie County, Tennessee",47153,60.2 ,45.1, 74.7
"Wilson County, Texas",48493,60.2 ,44.6, 75.2
"Winchester City, Virginia",51840,60.2 ,45.3, 74.5
"York County, South Carolina",45091,60.2 ,49.7, 71.4
"Alleghany County and Clifton Forge City, Virginia",51005,60.1 ,45.9, 73.7
"Beauregard Parish, Louisiana",22011,60.1 ,46.4, 73.4
"Brown County, Nebraska",31017,60.1 ,46.8, 73.2
"Chicot County, Arkansas",05017,60.1 ,45.7, 73.8
"Davidson County, North Carolina",37057,60.1 ,48.0, 71.9
"Dickens County, Texas",48125,60.1 ,43.7, 75.8
"Divide County, North Dakota",38023,60.1 ,45.3, 74.2
"Donley County, Texas",48129,60.1 ,43.9, 75.5
"Emporia City, Virginia",51595,60.1 ,44.8, 74.7
"Goliad County, Texas",48175,60.1 ,44.7, 74.7
"Greene County, Arkansas",05055,60.1 ,46.2, 73.7
"Hillsdale County, Michigan",26059,60.1 ,46.6, 73.4
"Jefferson County, Montana",30043,60.1 ,46.7, 73.0
"Jefferson Parish, Louisiana",22051,60.1 ,49.9, 70.3
"Kay County, Oklahoma",40071,60.1 ,46.7, 73.2
"Kiowa County, Oklahoma",40075,60.1 ,44.9, 74.7
"Lake County, Illinois",17097,60.1 ,52.5, 67.8
"Manassas City, Virginia",51683,60.1 ,45.6, 74.1
"Montgomery County, North Carolina",37123,60.1 ,45.6, 74.1
"Quay County, New Mexico",35037,60.1 ,46.1, 73.7
"Sherman County, Kansas",20181,60.1 ,45.4, 74.1
"Spalding County, Georgia",13255,60.1 ,47.6, 72.1
"Tioga County, Pennsylvania",42117,60.1 ,45.6, 74.0
"Tunica County, Mississippi",28143,60.1 ,44.9, 74.6
"Tuscarawas County, Ohio",39157,60.1 ,48.4, 71.8
"Wabasha County, Minnesota",27157,60.1 ,47.9, 72.0
"Wood County, Texas",48499,60.1 ,44.5, 75.0
"Yates County, New York",36123,60.1 ,48.4, 71.8
"Caldwell County, Missouri",29025,60.0 ,44.9, 74.7
"Cheyenne County, Colorado",08017,60.0 ,43.9, 75.4
"Crisp County, Georgia",13081,60.0 ,45.6, 73.9
"Eastland County, Texas",48133,60.0 ,43.8, 75.7
"Gadsden County, Florida",12039,60.0 ,46.0, 73.5
"Hale County, Alabama",01065,60.0 ,45.3, 74.0
"Hettinger County, North Dakota",38041,60.0 ,45.5, 73.9
"Houston County, Georgia",13153,60.0 ,47.2, 72.6
"Jefferson County, Texas",48245,60.0 ,47.4, 72.2
"Jones County, Mississippi",28067,60.0 ,48.3, 71.8
"Lafayette County, Florida",12067,60.0 ,46.7, 73.0
"Lawrence County, Alabama",01079,60.0 ,45.6, 74.1
"Logan County, Kansas",20109,60.0 ,45.0, 74.5
"Meigs County, Ohio",39105,60.0 ,47.9, 72.2
"Murray County, Oklahoma",40099,60.0 ,45.7, 73.9
"Noble County, Indiana",18113,60.0 ,46.7, 73.0
"Nye County, Nevada",32023,60.0 ,48.0, 71.9
"Oconto County, Wisconsin",55083,60.0 ,45.4, 74.0
"Okmulgee County, Oklahoma",40111,60.0 ,46.2, 73.5
"Polk County, Georgia",13233,60.0 ,45.7, 73.7
"Putnam County, Indiana",18133,60.0 ,46.2, 73.3
"Rapides Parish, Louisiana",22079,60.0 ,47.8, 72.1
"Scott County, Mississippi",28123,60.0 ,46.6, 73.1
"Simpson County, Kentucky",21213,60.0 ,45.8, 73.6
"Williamson County, Texas",48491,60.0 ,49.3, 70.7
"Allen County, Ohio",39003,59.9 ,50.9, 68.9
"Baker County, Georgia",13007,59.9 ,43.6, 75.5
"Benton County, Minnesota",27009,59.9 ,47.1, 72.5
"Columbia County, Arkansas",05027,59.9 ,45.7, 73.5
"Columbia County, Oregon",41009,59.9 ,48.7, 70.8
"Crawford County, Arkansas",05033,59.9 ,47.1, 72.6
"Dolores County, Colorado",08033,59.9 ,44.6, 74.6
"Essex County, New Jersey",34013,59.9 ,49.5, 70.1
"Grant Parish, Louisiana",22043,59.9 ,44.8, 74.3
"Hamilton County, Florida",12047,59.9 ,48.4, 71.3
"Hertford County, North Carolina",37091,59.9 ,45.7, 73.6
"Kane County, Illinois",17089,59.9 ,49.4, 70.5
"Knox County, Missouri",29103,59.9 ,44.9, 74.2
"Lubbock County, Texas",48303,59.9 ,49.0, 70.3
"Marshall County, West Virginia",54051,59.9 ,46.9, 72.6
"Miami County, Indiana",18103,59.9 ,46.1, 73.4
"Modoc County, California",06049,59.9 ,44.3, 74.7
"Montgomery County, Illinois",17135,59.9 ,44.7, 74.5
"Osceola County, Florida",12097,59.9 ,48.1, 71.9
"Poweshiek County, Iowa",19157,59.9 ,46.1, 73.1
"Rock County, Minnesota",27133,59.9 ,45.4, 73.6
"Southeast Fairbanks Census Area, Alaska",02240,59.9 ,46.6, 72.9
"Suwannee County, Florida",12121,59.9 ,47.1, 72.7
"Tift County, Georgia",13277,59.9 ,46.4, 73.3
"Wayne County, Utah",49055,59.9 ,45.1, 74.0
"Bleckley County, Georgia",13023,59.8 ,44.8, 74.1
"Bolivar County, Mississippi",28011,59.8 ,47.5, 72.1
"Bronx County, New York",36005,59.8 ,51.6, 68.1
"Cabell County, West Virginia",54011,59.8 ,48.1, 71.7
"Carroll County, Maryland",24013,59.8 ,49.9, 69.9
"Claiborne County, Mississippi",28021,59.8 ,44.3, 74.6
"Colbert County, Alabama",01033,59.8 ,45.1, 73.9
"Doddridge County, West Virginia",54017,59.8 ,45.0, 74.0
"Dona Ana County, New Mexico",35013,59.8 ,53.4, 66.1
"Franklin County, Arkansas",05047,59.8 ,45.5, 73.7
"Gasconade County, Missouri",29073,59.8 ,45.0, 74.1
"Georgetown County, South Carolina",45043,59.8 ,48.4, 71.4
"Hamilton County, Texas",48193,59.8 ,43.3, 75.4
"Hamlin County, South Dakota",46057,59.8 ,45.6, 73.6
"Harding County, New Mexico",35021,59.8 ,44.1, 74.8
"Hocking County, Ohio",39073,59.8 ,46.3, 73.0
"Jefferson Davis Parish, Louisiana",22053,59.8 ,45.6, 73.4
"Lake County, Michigan",26085,59.8 ,45.1, 73.9
"Mason County, Kentucky",21161,59.8 ,46.0, 73.4
"Mercer County, Kentucky",21167,59.8 ,44.4, 74.4
"Newton County, Georgia",13217,59.8 ,47.1, 72.0
"Pike County, Kentucky",21195,59.8 ,46.6, 72.6
"Powell County, Montana",30077,59.8 ,45.6, 73.4
"Rhea County, Tennessee",47143,59.8 ,44.9, 74.2
"Rusk County, Texas",48401,59.8 ,43.6, 75.1
"Skagit County, Washington",53057,59.8 ,51.1, 68.4
"Talladega County, Alabama",01121,59.8 ,46.6, 72.6
"Terrebonne Parish, Louisiana",22109,59.8 ,48.4, 71.3
"Tippah County, Mississippi",28139,59.8 ,46.5, 73.1
"Tom Green County, Texas",48451,59.8 ,44.2, 74.8
"Union County, Arkansas",05139,59.8 ,47.1, 72.4
"Warren County, Tennessee",47177,59.8 ,45.6, 73.6
"Wilkinson County, Georgia",13319,59.8 ,44.3, 74.5
"Wyoming County, Pennsylvania",42131,59.8 ,45.3, 73.7
"Adair County, Missouri",29001,59.7 ,45.6, 73.4
"Albany County, Wyoming",56001,59.7 ,47.7, 71.9
"Butte County, Idaho",16023,59.7 ,44.7, 74.3
"Dakota County, Nebraska",31043,59.7 ,51.4, 68.1
"Gallatin County, Montana",30031,59.7 ,47.7, 71.9
"Garfield County, Nebraska",31071,59.7 ,44.9, 74.0
"Garfield County, Utah",49017,59.7 ,44.4, 74.7
"Harrison County, Kentucky",21097,59.7 ,44.7, 73.8
"Iron County, Utah",49021,59.7 ,47.1, 72.3
"Jim Wells County, Texas",48249,59.7 ,44.9, 73.9
"Mono County, California",06051,59.7 ,44.1, 74.6
"Morgan County, Tennessee",47129,59.7 ,44.1, 74.5
"Nicholas County, West Virginia",54067,59.7 ,46.7, 72.8
"Noble County, Oklahoma",40103,59.7 ,44.6, 74.2
"Northampton County, Pennsylvania",42095,59.7 ,51.2, 68.1
"Pierce County, North Dakota",38069,59.7 ,45.7, 73.4
"Seneca County, Ohio",39147,59.7 ,47.2, 72.1
"Victoria County, Texas",48469,59.7 ,44.2, 74.4
"Wheeler County, Texas",48483,59.7 ,43.6, 75.1
"Wilcox County, Alabama",01131,59.7 ,49.4, 70.0
"Burleson County, Texas",48051,59.6 ,44.4, 74.2
"Butts County, Georgia",13035,59.6 ,45.0, 73.5
"Cass County, Indiana",18017,59.6 ,45.7, 72.9
"Citrus County, Florida",12017,59.6 ,47.6, 71.6
"Craighead County, Arkansas",05031,59.6 ,51.0, 68.1
"Custer County, Montana",30017,59.6 ,46.1, 72.8
"Decatur County, Indiana",18031,59.6 ,45.2, 73.4
"Edgecombe County, North Carolina",37065,59.6 ,44.2, 74.2
"Forest County, Wisconsin",55041,59.6 ,44.5, 74.1
"Gilchrist County, Florida",12041,59.6 ,45.4, 73.5
"Golden Valley County, North Dakota",38033,59.6 ,44.9, 73.7
"Lowndes County, Georgia",13185,59.6 ,49.4, 69.6
"Mason County, Texas",48319,59.6 ,43.2, 75.2
"Mille Lacs County, Minnesota",27095,59.6 ,47.2, 71.7
"Minidoka County, Idaho",16067,59.6 ,46.6, 72.6
"Overton County, Tennessee",47133,59.6 ,44.7, 73.7
"Palo Pinto County, Texas",48363,59.6 ,43.6, 74.6
"Schley County, Georgia",13249,59.6 ,44.0, 74.5
"Scott County, Kansas",20171,59.6 ,45.4, 73.5
"Shelby County, Illinois",17173,59.6 ,43.5, 74.9
"Shelby County, Tennessee",47157,59.6 ,51.3, 67.9
"Slope County, North Dakota",38087,59.6 ,43.2, 75.0
"Tallahatchie County, Mississippi",28135,59.6 ,45.8, 73.0
"Wayne County, Pennsylvania",42127,59.6 ,45.0, 73.6
"White County, Tennessee",47185,59.6 ,45.1, 73.6
"York County, Pennsylvania",42133,59.6 ,47.7, 71.7
"Aransas County, Texas",48007,59.5 ,44.2, 74.2
"Caddo County, Oklahoma",40015,59.5 ,45.0, 73.4
"Caswell County, North Carolina",37033,59.5 ,44.5, 74.0
"Cherokee County, Kansas",20021,59.5 ,45.8, 72.8
"Clark County, Nevada",32003,59.5 ,53.0, 66.0
"Clarke County, Iowa",19039,59.5 ,45.6, 73.1
"Dorchester County, Maryland",24019,59.5 ,48.3, 71.1
"Faribault County, Minnesota",27043,59.5 ,46.7, 72.2
"Fountain County, Indiana",18045,59.5 ,45.1, 73.2
"Fresno County, California",06019,59.5 ,51.7, 67.0
"Gilmer County, Georgia",13123,59.5 ,45.6, 72.8
"Hamilton County, Nebraska",31081,59.5 ,47.0, 72.1
"Harrison County, Ohio",39067,59.5 ,45.5, 72.9
"Haskell County, Texas",48207,59.5 ,47.6, 71.2
"Hunterdon County, New Jersey",34019,59.5 ,48.5, 70.3
"Jackson County, Tennessee",47087,59.5 ,44.5, 73.9
"Livingston County, Missouri",29117,59.5 ,44.4, 74.0
"McDonald County, Missouri",29119,59.5 ,45.2, 73.3
"Montgomery County, Indiana",18107,59.5 ,45.4, 73.0
"Morrill County, Nebraska",31123,59.5 ,45.8, 72.9
"Ouachita Parish, Louisiana",22073,59.5 ,49.2, 69.8
"Paulding County, Ohio",39125,59.5 ,45.4, 73.2
"Pawnee County, Nebraska",31133,59.5 ,45.9, 72.9
"Presque Isle County, Michigan",26141,59.5 ,44.9, 73.5
"Randolph County, Georgia",13243,59.5 ,47.0, 71.6
"Union County, South Carolina",45087,59.5 ,45.9, 72.5
"Wells County, Indiana",18179,59.5 ,44.9, 73.5
"Beckham County, Oklahoma",40009,59.4 ,45.0, 73.4
"Butler County, Alabama",01013,59.4 ,45.1, 73.2
"Butler County, Kentucky",21031,59.4 ,44.1, 73.9
"Butte County, South Dakota",46019,59.4 ,45.3, 73.3
"Clallam County, Washington",53009,59.4 ,47.6, 71.3
"Clark County, Wisconsin",55019,59.4 ,45.1, 73.4
"Colorado County, Texas",48089,59.4 ,43.0, 75.1
"Graham County, Kansas",20065,59.4 ,44.3, 73.7
"Griggs County, North Dakota",38039,59.4 ,45.3, 73.2
"King County, Washington",53033,59.4 ,52.1, 66.8
"Logan County, Oklahoma",40083,59.4 ,46.4, 72.3
"Lumpkin County, Georgia",13187,59.4 ,44.2, 73.8
"McIntosh County, Georgia",13191,59.4 ,44.7, 73.8
"Monroe County, Iowa",19135,59.4 ,44.5, 73.6
"Newport News City, Virginia",51700,59.4 ,48.7, 70.0
"Niobrara County, Wyoming",56027,59.4 ,44.1, 74.1
"Norman County, Minnesota",27107,59.4 ,45.4, 73.2
"Ottawa County, Oklahoma",40115,59.4 ,44.8, 73.7
"Owen County, Indiana",18119,59.4 ,45.4, 73.1
"Pasquotank County, North Carolina",37139,59.4 ,45.3, 73.1
"Passaic County, New Jersey",34031,59.4 ,46.3, 72.1
"Randolph County, Indiana",18135,59.4 ,44.7, 73.3
"Real County, Texas",48385,59.4 ,42.9, 74.9
"Richmond County, Virginia",51159,59.4 ,44.8, 73.3
"Scott County, Indiana",18143,59.4 ,45.7, 72.6
"Sullivan County, New York",36105,59.4 ,48.9, 70.1
"Turner County, Georgia",13287,59.4 ,43.9, 74.0
"Walsh County, North Dakota",38099,59.4 ,47.0, 71.8
"Warren County, Kentucky",21227,59.4 ,47.5, 71.6
"Webster County, Mississippi",28155,59.4 ,45.7, 73.1
"Yavapai County, Arizona",04025,59.4 ,48.8, 70.7
"Angelina County, Texas",48005,59.3 ,47.7, 71.1
"Boone County, Illinois",17007,59.3 ,43.7, 74.4
"Brown County, Texas",48049,59.3 ,43.0, 74.8
"Carroll County, Mississippi",28015,59.3 ,45.5, 72.7
"Charles City County, Virginia",51036,59.3 ,44.1, 74.0
"Crawford County, Ohio",39033,59.3 ,46.1, 72.3
"Daviess County, Missouri",29061,59.3 ,44.9, 73.4
"DeKalb County, Indiana",18033,59.3 ,45.8, 72.7
"Fayette County, Alabama",01057,59.3 ,44.3, 73.4
"Fayette County, Texas",48149,59.3 ,43.7, 74.2
"Floyd County, Georgia",13115,59.3 ,46.3, 72.2
"Gordon County, Georgia",13129,59.3 ,45.6, 72.7
"Greene County, Illinois",17061,59.3 ,43.6, 74.2
"Hardin County, Illinois",17069,59.3 ,43.1, 74.9
"Humboldt County, Nevada",32013,59.3 ,46.1, 72.2
"Jefferson County, Mississippi",28063,59.3 ,44.6, 73.6
"Jefferson County, Oklahoma",40067,59.3 ,43.9, 74.2
"Mercer County, West Virginia",54055,59.3 ,47.5, 71.1
"Merrick County, Nebraska",31121,59.3 ,46.1, 72.3
"Powder River County, Montana",30075,59.3 ,43.9, 73.8
"Surry County, Virginia",51181,59.3 ,44.1, 73.9
"Trempealeau County, Wisconsin",55121,59.3 ,44.5, 73.4
"Baker County, Oregon",41001,59.2 ,44.4, 73.3
"Cayuga County, New York",36011,59.2 ,50.1, 68.3
"Chase County, Nebraska",31029,59.2 ,46.2, 72.3
"Concordia Parish, Louisiana",22029,59.2 ,44.8, 73.0
"Craig County, Oklahoma",40035,59.2 ,43.1, 74.7
"Dundy County, Nebraska",31057,59.2 ,45.2, 72.9
"Forest County, Pennsylvania",42053,59.2 ,42.5, 74.9
"Hamilton County, Illinois",17065,59.2 ,43.5, 74.2
"Hampshire County, West Virginia",54027,59.2 ,46.1, 72.2
"Marion County, West Virginia",54049,59.2 ,47.5, 71.2
"Milwaukee County, Wisconsin",55079,59.2 ,52.3, 66.2
"Montezuma County, Colorado",08083,59.2 ,46.0, 72.2
"New Madrid County, Missouri",29143,59.2 ,45.6, 72.3
"Obion County, Tennessee",47131,59.2 ,45.5, 72.7
"Pendleton County, West Virginia",54071,59.2 ,45.1, 72.9
"Plumas County, California",06063,59.2 ,44.1, 74.0
"Rooks County, Kansas",20163,59.2 ,44.8, 73.1
"St. Clair County, Alabama",01115,59.2 ,46.0, 72.1
"Stanislaus County, California",06099,59.2 ,57.3, 61.1
"Wright County, Missouri",29229,59.2 ,44.1, 73.6
"Barton County, Missouri",29011,59.1 ,44.1, 73.8
"Clarke County, Alabama",01025,59.1 ,46.3, 72.0
"Coleman County, Texas",48083,59.1 ,42.7, 74.7
"Johnson County, Illinois",17087,59.1 ,43.8, 74.0
"Lake and Peninsula Borough, Alaska",02164,59.1 ,43.4, 74.0
"Leflore County, Mississippi",28083,59.1 ,46.3, 71.8
"Lincoln County, Oklahoma",40081,59.1 ,45.1, 72.7
"Livingston County, Michigan",26093,59.1 ,51.2, 67.0
"Massac County, Illinois",17127,59.1 ,43.5, 73.8
"Montgomery County, Arkansas",05097,59.1 ,44.4, 73.5
"Pittsylvania County, Virginia",51143,59.1 ,48.7, 69.6
"Pointe Coupee Parish, Louisiana",22077,59.1 ,44.6, 73.2
"Potter County, Pennsylvania",42105,59.1 ,43.8, 73.9
"St. Joseph County, Michigan",26149,59.1 ,45.5, 72.4
"Winston County, Mississippi",28159,59.1 ,46.3, 71.9
"Campbell County, Wyoming",56005,59.0 ,47.7, 70.9
"Carroll County, Missouri",29033,59.0 ,43.8, 73.5
"Clark County, Ohio",39023,59.0 ,46.3, 71.7
"Coahoma County, Mississippi",28027,59.0 ,46.0, 72.0
"East Feliciana Parish, Louisiana",22037,59.0 ,45.7, 72.1
"Franklin County, Iowa",19069,59.0 ,44.9, 72.7
"Franklin County, Mississippi",28037,59.0 ,44.2, 73.2
"Haakon County, South Dakota",46055,59.0 ,43.6, 73.9
"Haralson County, Georgia",13143,59.0 ,45.1, 72.6
"Hartley County, Texas",48205,59.0 ,42.7, 74.7
"Morton County, Kansas",20129,59.0 ,44.0, 73.3
"Pike County, Georgia",13231,59.0 ,44.4, 73.1
"Randolph County, North Carolina",37151,59.0 ,50.1, 67.7
